,channel1,channel2
0,0.0,0.0
1,1664796649163.0,7692.0
2,1664796649163.0,7692.0
3,1664796649163.0,7692.0
4,1664796649163.0,7692.0
5,1664796649163.0,7692.0
6,1664796649163.0,7692.0
7,1664796649163.0,7692.0
8,1664796649163.0,7692.0
9,1664796649163.0,7692.0
10,1664796659163.0,7738.0
11,1664796659163.0,7738.0
12,1664796659163.0,7738.0
13,1664796659163.0,7738.0
14,1664796659163.0,7738.0
15,1664796659163.0,7738.0
16,1664796659163.0,7738.0
17,1664796659163.0,7738.0
18,1664796659163.0,7738.0
19,1664796659163.0,7738.0
20,1664796669163.0,7750.0
21,1664796669163.0,7750.0
22,1664796669163.0,7750.0
23,1664796669163.0,7750.0
24,1664796669163.0,7750.0
25,1664796669163.0,7750.0
26,1664796669163.0,7750.0
27,1664796669163.0,7750.0
28,1664796669163.0,7750.0
29,1664796669163.0,7750.0
30,1664796679163.0,7749.0
31,1664796679163.0,7749.0
32,1664796679163.0,7749.0
33,1664796679163.0,7749.0
34,1664796679163.0,7749.0
35,1664796679163.0,7749.0
36,1664796679163.0,7749.0
37,1664796679163.0,7749.0
38,1664796679163.0,7749.0
39,1664796679163.0,7749.0
40,1664796689163.0,7708.0
41,1664796689163.0,7708.0
42,1664796689163.0,7708.0
43,1664796689163.0,7708.0
44,1664796689163.0,7708.0
45,1664796689163.0,7708.0
46,1664796689163.0,7708.0
47,1664796689163.0,7708.0
48,1664796689163.0,7708.0
49,1664796689163.0,7708.0
50,1664796699163.0,7701.0
51,1664796699163.0,7701.0
52,1664796699163.0,7701.0
53,1664796699163.0,7701.0
54,1664796699163.0,7701.0
55,1664796699163.0,7701.0
56,1664796699163.0,7701.0
57,1664796699163.0,7701.0
58,1664796699163.0,7701.0
59,1664796699163.0,7701.0
60,1664796709163.0,7707.0
61,1664796709163.0,7707.0
62,1664796709163.0,7707.0
63,1664796709163.0,7707.0
64,1664796709163.0,7707.0
65,1664796709163.0,7707.0
66,1664796709163.0,7707.0
67,1664796709163.0,7707.0
68,1664796709163.0,7707.0
69,1664796709163.0,7707.0
70,1664796719163.0,7740.0
71,1664796719163.0,7740.0
72,1664796719163.0,7740.0
73,1664796719163.0,7740.0
74,1664796719163.0,7740.0
75,1664796719163.0,7740.0
76,1664796719163.0,7740.0
77,1664796719163.0,7740.0
78,1664796719163.0,7740.0
79,1664796719163.0,7740.0
80,1664796729163.0,7707.0
81,1664796729163.0,7707.0
82,1664796729163.0,7707.0
83,1664796729163.0,7707.0
84,1664796729163.0,7707.0
85,1664796729163.0,7707.0
86,1664796729163.0,7707.0
87,1664796729163.0,7707.0
88,1664796729163.0,7707.0
89,1664796729163.0,7707.0
90,1664796739163.0,7710.0
91,1664796739163.0,7710.0
92,1664796739163.0,7710.0
93,1664796739163.0,7710.0
94,1664796739163.0,7710.0
95,1664796739163.0,7710.0
96,1664796739163.0,7710.0
97,1664796739163.0,7710.0
98,1664796739163.0,7710.0
99,1664796739163.0,7710.0
100,1664796749163.0,7741.0
101,1664796749163.0,7741.0
102,1664796749163.0,7741.0
103,1664796749163.0,7741.0
104,1664796749163.0,7741.0
105,1664796749163.0,7741.0
106,1664796749163.0,7741.0
107,1664796749163.0,7741.0
108,1664796749163.0,7741.0
109,1664796749163.0,7741.0
110,1664796759163.0,7712.0
111,1664796759163.0,7712.0
112,1664796759163.0,7712.0
113,1664796759163.0,7712.0
114,1664796759163.0,7712.0
115,1664796759163.0,7712.0
116,1664796759163.0,7712.0
117,1664796759163.0,7712.0
118,1664796759163.0,7712.0
119,1664796759163.0,7712.0
120,1664796769163.0,7738.0
121,1664796769163.0,7738.0
122,1664796769163.0,7738.0
123,1664796769163.0,7738.0
124,1664796769163.0,7738.0
125,1664796769163.0,7738.0
126,1664796769163.0,7738.0
127,1664796769163.0,7738.0
128,1664796769163.0,7738.0
129,1664796769163.0,7738.0
130,1664796779163.0,7739.0
131,1664796779163.0,7739.0
132,1664796779163.0,7739.0
133,1664796779163.0,7739.0
134,1664796779163.0,7739.0
135,1664796779163.0,7739.0
136,1664796779163.0,7739.0
137,1664796779163.0,7739.0
138,1664796779163.0,7739.0
139,1664796779163.0,7739.0
140,1664796789163.0,7716.0
141,1664796789163.0,7716.0
142,1664796789163.0,7716.0
143,1664796789163.0,7716.0
144,1664796789163.0,7716.0
145,1664796789163.0,7716.0
146,1664796789163.0,7716.0
147,1664796789163.0,7716.0
148,1664796789163.0,7716.0
149,1664796799163.0,7682.0
150,1664796799163.0,7682.0
151,1664796799163.0,7682.0
152,1664796799163.0,7682.0
153,1664796799163.0,7682.0
154,1664796799163.0,7682.0
155,1664796799163.0,7682.0
156,1664796799163.0,7682.0
157,1664796799163.0,7682.0
158,1664796799163.0,7682.0
159,1664796809163.0,7733.0
160,1664796809163.0,7733.0
161,1664796809163.0,7733.0
162,1664796809163.0,7733.0
163,1664796809163.0,7733.0
164,1664796809163.0,7733.0
165,1664796809163.0,7733.0
166,1664796809163.0,7733.0
167,1664796809163.0,7733.0
168,1664796809163.0,7733.0
169,1664796819163.0,7718.0
170,1664796819163.0,7718.0
171,1664796819163.0,7718.0
172,1664796819163.0,7718.0
173,1664796819163.0,7718.0
174,1664796819163.0,7718.0
175,1664796819163.0,7718.0
176,1664796819163.0,7718.0
177,1664796819163.0,7718.0
178,1664796819163.0,7718.0
179,1664796829163.0,7718.0
180,1664796829163.0,7718.0
181,1664796829163.0,7718.0
182,1664796829163.0,7718.0
183,1664796829163.0,7718.0
184,1664796829163.0,7718.0
185,1664796829163.0,7718.0
186,1664796829163.0,7718.0
187,1664796829163.0,7718.0
188,1664796829163.0,7718.0
189,1664796839163.0,7717.0
190,1664796839163.0,7717.0
191,1664796839163.0,7717.0
192,1664796839163.0,7717.0
193,1664796839163.0,7717.0
194,1664796839163.0,7717.0
195,1664796839163.0,7717.0
196,1664796839163.0,7717.0
197,1664796839163.0,7717.0
198,1664796839163.0,7717.0
199,1664796849163.0,7715.0
200,1664796849163.0,7715.0
201,1664796849163.0,7715.0
202,1664796849163.0,7715.0
203,1664796849163.0,7715.0
204,1664796849163.0,7715.0
205,1664796849163.0,7715.0
206,1664796849163.0,7715.0
207,1664796849163.0,7715.0
208,1664796849163.0,7715.0
209,1664796859163.0,7744.0
210,1664796859163.0,7744.0
211,1664796859163.0,7744.0
212,1664796859163.0,7744.0
213,1664796859163.0,7744.0
214,1664796859163.0,7744.0
215,1664796859163.0,7744.0
216,1664796859163.0,7744.0
217,1664796859163.0,7744.0
218,1664796859163.0,7744.0
219,1664796869163.0,7726.0
220,1664796869163.0,7726.0
221,1664796869163.0,7726.0
222,1664796869163.0,7726.0
223,1664796869163.0,7726.0
224,1664796869163.0,7726.0
225,1664796869163.0,7726.0
226,1664796869163.0,7726.0
227,1664796869163.0,7726.0
228,1664796869163.0,7726.0
229,1664796879163.0,7724.0
230,1664796879163.0,7724.0
231,1664796879163.0,7724.0
232,1664796879163.0,7724.0
233,1664796879163.0,7724.0
234,1664796879163.0,7724.0
235,1664796879163.0,7724.0
236,1664796879163.0,7724.0
237,1664796879163.0,7724.0
238,1664796879163.0,7724.0
239,1664796889163.0,7721.0
240,1664796889163.0,7721.0
241,1664796889163.0,7721.0
242,1664796889163.0,7721.0
243,1664796889163.0,7721.0
244,1664796889163.0,7721.0
245,1664796889163.0,7721.0
246,1664796889163.0,7721.0
247,1664796889163.0,7721.0
248,1664796889163.0,7721.0
249,1664796899163.0,7757.0
250,1664796899163.0,7757.0
