,channel1,channel2
0,0.0,0.0
1,1663595687304.0,8990019.0
2,1663595687304.0,8990019.0
3,1663595687304.0,8990019.0
4,1663595687304.0,8990019.0
5,1663595687304.0,8990019.0
6,1663595687304.0,8990019.0
7,1663595687304.0,8990019.0
8,1663595687304.0,8990019.0
9,1663595687304.0,8990019.0
10,1663595696304.0,11900429.0
11,1663595696304.0,11900429.0
12,1663595696304.0,11900429.0
13,1663595696304.0,11900429.0
14,1663595696304.0,11900429.0
15,1663595696304.0,11900429.0
16,1663595696304.0,11900429.0
17,1663595696304.0,11900429.0
18,1663595696304.0,11900429.0
19,1663595696304.0,11900429.0
20,1663595708304.0,10101010.0
21,1663595708304.0,10101010.0
22,1663595708304.0,10101010.0
23,1663595708304.0,10101010.0
24,1663595708304.0,10101010.0
25,1663595708304.0,10101010.0
26,1663595708304.0,10101010.0
27,1663595708304.0,10101010.0
28,1663595708304.0,10101010.0
29,1663595708304.0,10101010.0
30,1663595717304.0,5108253.0
31,1663595717304.0,5108253.0
32,1663595717304.0,5108253.0
33,1663595717304.0,5108253.0
34,1663595717304.0,5108253.0
35,1663595717304.0,5108253.0
36,1663595717304.0,5108253.0
37,1663595717304.0,5108253.0
38,1663595717304.0,5108253.0
39,1663595717304.0,5108253.0
40,1663595726304.0,8391782.0
41,1663595726304.0,8391782.0
42,1663595726304.0,8391782.0
43,1663595726304.0,8391782.0
44,1663595726304.0,8391782.0
45,1663595726304.0,8391782.0
46,1663595726304.0,8391782.0
47,1663595726304.0,8391782.0
48,1663595726304.0,8391782.0
49,1663595726304.0,8391782.0
50,1663595738304.0,8700473.0
51,1663595738304.0,8700473.0
52,1663595738304.0,8700473.0
53,1663595738304.0,8700473.0
54,1663595738304.0,8700473.0
55,1663595738304.0,8700473.0
56,1663595738304.0,8700473.0
57,1663595738304.0,8700473.0
58,1663595738304.0,8700473.0
59,1663595738304.0,8700473.0
60,1663595747304.0,3679855.0
61,1663595747304.0,3679855.0
62,1663595747304.0,3679855.0
63,1663595747304.0,3679855.0
64,1663595747304.0,3679855.0
65,1663595747304.0,3679855.0
66,1663595747304.0,3679855.0
67,1663595747304.0,3679855.0
68,1663595747304.0,3679855.0
69,1663595747304.0,3679855.0
70,1663595756304.0,1923821.0
71,1663595756304.0,1923821.0
72,1663595756304.0,1923821.0
73,1663595756304.0,1923821.0
74,1663595756304.0,1923821.0
75,1663595756304.0,1923821.0
76,1663595756304.0,1923821.0
77,1663595756304.0,1923821.0
78,1663595756304.0,1923821.0
79,1663595756304.0,1923821.0
80,1663595768304.0,8902397.0
81,1663595768304.0,8902397.0
82,1663595768304.0,8902397.0
83,1663595768304.0,8902397.0
84,1663595768304.0,8902397.0
85,1663595768304.0,8902397.0
86,1663595768304.0,8902397.0
87,1663595768304.0,8902397.0
88,1663595768304.0,8902397.0
89,1663595768304.0,8902397.0
90,1663595777304.0,10456498.0
91,1663595777304.0,10456498.0
92,1663595777304.0,10456498.0
93,1663595777304.0,10456498.0
94,1663595777304.0,10456498.0
95,1663595777304.0,10456498.0
96,1663595777304.0,10456498.0
97,1663595777304.0,10456498.0
98,1663595777304.0,10456498.0
99,1663595786304.0,7563292.0
100,1663595786304.0,7563292.0
101,1663595786304.0,7563292.0
102,1663595786304.0,7563292.0
103,1663595786304.0,7563292.0
104,1663595786304.0,7563292.0
105,1663595786304.0,7563292.0
106,1663595786304.0,7563292.0
107,1663595786304.0,7563292.0
108,1663595786304.0,7563292.0
109,1663595798304.0,560835.0
110,1663595798304.0,560835.0
111,1663595798304.0,560835.0
112,1663595798304.0,560835.0
113,1663595798304.0,560835.0
114,1663595798304.0,560835.0
115,1663595798304.0,560835.0
116,1663595798304.0,560835.0
117,1663595798304.0,560835.0
118,1663595798304.0,560835.0
119,1663595807304.0,13524803.0
120,1663595807304.0,13524803.0
121,1663595807304.0,13524803.0
122,1663595807304.0,13524803.0
123,1663595807304.0,13524803.0
124,1663595807304.0,13524803.0
125,1663595807304.0,13524803.0
126,1663595807304.0,13524803.0
127,1663595807304.0,13524803.0
128,1663595807304.0,13524803.0
129,1663595816304.0,5090566.0
130,1663595816304.0,5090566.0
131,1663595816304.0,5090566.0
132,1663595816304.0,5090566.0
133,1663595816304.0,5090566.0
134,1663595816304.0,5090566.0
135,1663595816304.0,5090566.0
136,1663595816304.0,5090566.0
137,1663595816304.0,5090566.0
138,1663595816304.0,5090566.0
139,1663595828304.0,4825481.0
140,1663595828304.0,4825481.0
141,1663595828304.0,4825481.0
142,1663595828304.0,4825481.0
143,1663595828304.0,4825481.0
144,1663595828304.0,4825481.0
145,1663595828304.0,4825481.0
146,1663595828304.0,4825481.0
147,1663595828304.0,4825481.0
148,1663595828304.0,4825481.0
149,1663595837304.0,7687367.0
150,1663595837304.0,7687367.0
151,1663595837304.0,7687367.0
152,1663595837304.0,7687367.0
153,1663595837304.0,7687367.0
154,1663595837304.0,7687367.0
155,1663595837304.0,7687367.0
156,1663595837304.0,7687367.0
157,1663595837304.0,7687367.0
158,1663595837304.0,7687367.0
159,1663595846304.0,5178614.0
160,1663595846304.0,5178614.0
161,1663595846304.0,5178614.0
162,1663595846304.0,5178614.0
163,1663595846304.0,5178614.0
164,1663595846304.0,5178614.0
165,1663595846304.0,5178614.0
166,1663595846304.0,5178614.0
167,1663595846304.0,5178614.0
168,1663595846304.0,5178614.0
169,1663595858304.0,554263.0
170,1663595858304.0,554263.0
171,1663595858304.0,554263.0
172,1663595858304.0,554263.0
173,1663595858304.0,554263.0
174,1663595858304.0,554263.0
175,1663595858304.0,554263.0
176,1663595858304.0,554263.0
177,1663595858304.0,554263.0
178,1663595858304.0,554263.0
179,1663595867304.0,14977475.0
180,1663595867304.0,14977475.0
181,1663595867304.0,14977475.0
182,1663595867304.0,14977475.0
183,1663595867304.0,14977475.0
184,1663595867304.0,14977475.0
185,1663595867304.0,14977475.0
186,1663595867304.0,14977475.0
187,1663595867304.0,14977475.0
188,1663595867304.0,14977475.0
189,1663595876304.0,846225.0
190,1663595876304.0,846225.0
191,1663595876304.0,846225.0
192,1663595876304.0,846225.0
193,1663595876304.0,846225.0
194,1663595876304.0,846225.0
195,1663595876304.0,846225.0
196,1663595876304.0,846225.0
197,1663595876304.0,846225.0
198,1663595876304.0,846225.0
199,1663595888304.0,15433997.0
200,1663595888304.0,15433997.0
201,1663595888304.0,15433997.0
202,1663595888304.0,15433997.0
203,1663595888304.0,15433997.0
204,1663595888304.0,15433997.0
205,1663595888304.0,15433997.0
206,1663595888304.0,15433997.0
207,1663595888304.0,15433997.0
208,1663595888304.0,15433997.0
209,1663595897304.0,7178240.0
210,1663595897304.0,7178240.0
211,1663595897304.0,7178240.0
212,1663595897304.0,7178240.0
213,1663595897304.0,7178240.0
214,1663595897304.0,7178240.0
215,1663595897304.0,7178240.0
216,1663595897304.0,7178240.0
217,1663595897304.0,7178240.0
218,1663595906304.0,9100231.0
219,1663595906304.0,9100231.0
220,1663595906304.0,9100231.0
221,1663595906304.0,9100231.0
222,1663595906304.0,9100231.0
223,1663595906304.0,9100231.0
224,1663595906304.0,9100231.0
225,1663595906304.0,9100231.0
226,1663595906304.0,9100231.0
227,1663595906304.0,9100231.0
228,1663595918304.0,4810489.0
229,1663595918304.0,4810489.0
230,1663595918304.0,4810489.0
231,1663595918304.0,4810489.0
232,1663595918304.0,4810489.0
233,1663595918304.0,4810489.0
234,1663595918304.0,4810489.0
235,1663595918304.0,4810489.0
236,1663595918304.0,4810489.0
237,1663595918304.0,4810489.0
238,1663595927304.0,14950173.0
239,1663595927304.0,14950173.0
240,1663595927304.0,14950173.0
241,1663595927304.0,14950173.0
242,1663595927304.0,14950173.0
243,1663595927304.0,14950173.0
244,1663595927304.0,14950173.0
245,1663595927304.0,14950173.0
246,1663595927304.0,14950173.0
247,1663595927304.0,14950173.0
248,1663595936304.0,2294954.0
249,1663595936304.0,2294954.0
250,1663595936304.0,2294954.0
251,1663595936304.0,2294954.0
252,1663595936304.0,2294954.0
253,1663595936304.0,2294954.0
254,1663595936304.0,2294954.0
255,1663595936304.0,2294954.0
256,1663595936304.0,2294954.0
257,1663595936304.0,2294954.0
258,1663595948304.0,10105265.0
259,1663595948304.0,10105265.0
260,1663595948304.0,10105265.0
261,1663595948304.0,10105265.0
262,1663595948304.0,10105265.0
263,1663595948304.0,10105265.0
264,1663595948304.0,10105265.0
265,1663595948304.0,10105265.0
266,1663595948304.0,10105265.0
267,1663595948304.0,10105265.0
268,1663595957304.0,6973019.0
269,1663595957304.0,6973019.0
270,1663595957304.0,6973019.0
271,1663595957304.0,6973019.0
272,1663595957304.0,6973019.0
273,1663595957304.0,6973019.0
274,1663595957304.0,6973019.0
275,1663595957304.0,6973019.0
276,1663595957304.0,6973019.0
277,1663595957304.0,6973019.0
278,1663595966304.0,876008.0
279,1663595966304.0,876008.0
280,1663595966304.0,876008.0
281,1663595966304.0,876008.0
282,1663595966304.0,876008.0
283,1663595966304.0,876008.0
284,1663595966304.0,876008.0
285,1663595966304.0,876008.0
286,1663595966304.0,876008.0
287,1663595966304.0,876008.0
288,1663595978304.0,6380913.0
289,1663595978304.0,6380913.0
290,1663595978304.0,6380913.0
291,1663595978304.0,6380913.0
292,1663595978304.0,6380913.0
293,1663595978304.0,6380913.0
294,1663595978304.0,6380913.0
295,1663595978304.0,6380913.0
296,1663595978304.0,6380913.0
297,1663595978304.0,6380913.0
298,1663595987304.0,4040658.0
299,1663595987304.0,4040658.0
300,1663595987304.0,4040658.0
301,1663595987304.0,4040658.0
302,1663595987304.0,4040658.0
303,1663595987304.0,4040658.0
304,1663595987304.0,4040658.0
